interview__id,interview__key,region,departement,commune,milieu,dr,grappe,num_menage,taille_menage,latitude,longitude,cm_genre,cm_age,cm_sit_matrim,cm_niv_etudes,cm_actif_occupe,cm_statut_emploi,cm_secteur_isic,cm_tranche_revenu,cm_revenu_mensuel,cm_a_compte_banque,cm_a_compte_imf,cm_a_compte_mobile,cm_a_assurance,cm_recoit_pension,statut_logement,source_eau,nb_personnes_revenu,revenu_mensuel_menage_est,tranche_revenu_menage,acces_electricite,acces_eau_amelioree,cuisson_propre,score_eclairage,possede_voiture,possede_moto,possede_velo,possede_tv,possede_radio,possede_ordi,possede_telephone,score_biens_transport,score_biens_telecom,score_biens,src_rev_non_salarie,src_rev_salarie,src_rev_pension,src_rev_transferts,nb_sources_revenus,nb_membres_actifs,nb_membres_banque,nb_membres_imf,nb_membres_mobile,nb_membres_epargne,nb_membres_credit,nb_membres_assurance,nb_membres_retraite,score_incl_fin_moyen,taux_incl_banque,taux_incl_mobile
8bad8ddd96f745078aba04b40c10dfb2,71-26-26-59,Saint-Louis,41,4110200,Urbain,041102000044,44,8,9,16.41221,-15.5380616666667,Masculin,41,Célibataire,Préscolaire,1,Ouvrier/employé simple,B - Industries extractives,Moins du SMIG,40000,0,0,1,0,,1,1,2,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,0,0,0,1,1,2,3,0,1,0,0,2,2,0,0,2,2,0,0,0,0.444444444444444,0,1
ef5bbd6405904ba1af7a97965d1a0f6e,34-61-27-28,Fatick,91,9110100,Urbain,091101000024,2,3,5,14.3323916666667,-16.4089866666667,Masculin,65,Célibataire,Secondaire 2nd cycle,1,Manœuvre,"A - Agriculture, sylviculture et pêche",SMIG à moins de 100 000,90000,0,0,0,0,,1,1,1,40000,Moins du SMIG,1,1,1,1,1,1,0,1,1,0,0,2,2,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
5ac2d2cc45d045aab8ae3c1f88e1ded4,42-61-77-64,Kaolack,61,6110100,Urbain,061101000142,,1,7,14.1692058,-16.0786079,Féminin,79,Inconnu,Préscolaire,0,,,,,0,0,1,0,,1,1,1,90000,SMIG à moins de 100 000,1,1,1,1,0,0,0,1,1,0,1,1,4,5,1,0,0,0,1,3,0,0,4,0,0,0,0,0.571428571428571,0,1.33333333333333
26f6a4206c6e45a5b722de554e8c60a5,91-12-58-11,Fatick,91,9120202,Rural,091202020011,3,1,9,14.28685,-16.661385,Masculin,54,Marié(e) monogame,Secondaire 1er cycle,1,Travailleur compte propre,Autre (à préciser),SMIG à moins de 100 000,90000,0,0,1,0,,4,2,1,90000,SMIG à moins de 100 000,1,1,1,1,0,0,0,1,0,0,0,2,1,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0.222222222222222,0,1
e1433eb62749438a81b30c6eed9c8616,40-33-41-10,Kaolack,61,6110100,Urbain,061101000142,,,8,14.1756657,-16.0760008,Masculin,83,Célibataire,Secondaire 2nd cycle,0,,,,,1,0,1,1,1,1,1,2,150000,100 000 à moins de 200 000,1,1,1,1,1,0,0,0,1,0,1,1,4,5,0,1,1,0,2,4,3,0,4,2,0,2,1,1.375,0.75,1
01da738e1aa44c52a2b726c63bf94374,28-41-24-40,Saint-Louis,41,4120104,Urbain,041201040002,2,1,11,16.41221,-15.5380616666667,Masculin,65,Célibataire,Préscolaire,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",Moins du SMIG,40000,1,0,1,0,,1,3,1,40000,Moins du SMIG,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1,0,1,3,0,0,0,0.454545454545455,1,1
25b0a7b359ee4aaa83dde67bec6a6ffa,40-08-04-67,Dakar,13,1320102,Urbain,013201020027,27,43,2,14.7438885,-17.1393683,Féminin,39,Célibataire,Supérieur,0,,,,,0,0,1,0,,5,1,1,150000,100 000 à moins de 200 000,1,1,1,1,0,0,0,1,1,1,1,1,7,8,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,1
13160e26f01949fcb3e2ba32b3543f13,04-93-11-34,Ziguinchor,21,2120402,Urbain,021204020014,,8,4,12.9246166666667,-16.7369883333333,Masculin,50,Marié(e) monogame,Préscolaire,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",SMIG à moins de 100 000,90000,1,0,0,0,,5,1,2,90000,SMIG à moins de 100 000,1,1,0,1,0,1,1,1,0,0,0,2,1,3,0,1,0,0,1,2,1,0,0,2,1,0,0,1,0.5,0
00b304cd0be3458098964fc9cf337abc,85-65-53-19,Ziguinchor,21,2120402,Urbain,021204020014,,,5,12.9262968,-16.735767,Masculin,57,Célibataire,Préscolaire,0,,,,,1,0,1,0,,5,1,4,250000,200 000 à moins de 300 000,1,1,1,1,0,1,0,1,0,0,0,1,1,2,1,0,0,0,2,2,1,0,4,1,0,0,0,1.2,0.5,2
2ca24527b9c84bdfadf59ad934948a53,71-10-73-82,Ziguinchor,21,2120402,Urbain,021204020014,,,6,12.9243653,-16.7373437,Féminin,39,Marié(e) monogame,Inconnu,,,,,,,,,0,,1,1,2,150000,100 000 à moins de 200 000,1,1,0,2,1,0,0,1,1,0,1,1,3,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0.166666666666667,0,0
bffbc15e52a24ee48d0440b92973ff7f,34-31-04-96,Saint-Louis,42,4220302,Rural,042203020039,39,53,5,16.4925366666667,-15.021915,Féminin,62,Inconnu,Inconnu,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",SMIG à moins de 100 000,90000,0,0,1,0,,1,1,1,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,0,1,0,1,1,2,3,0,0,0,0,1,2,0,0,2,2,0,0,0,0.8,0,1
c29eea41fe3b42228dbe1888c68ea55c,83-76-70-67,Saint-Louis,41,4110200,Urbain,041102000044,44,1,8,16.4634316666667,-15.67131,Masculin,37,Célibataire,Inconnu,1,Travailleur compte propre,S - Autres activités de services,200 000 à moins de 300 000,250000,0,0,1,0,,2,1,2,250000,200 000 à moins de 300 000,1,1,1,1,0,0,0,1,0,0,1,1,2,3,1,0,0,1,2,1,0,0,2,2,0,0,0,0.5,0,2
78934addc045457ab08150d18b432c25,13-34-15-78,Ziguinchor,21,2120402,Urbain,021204020014,,14,3,12.9267893,-16.7364867,Masculin,50,Célibataire,Inconnu,,,,,,,,,0,,1,1,2,90000,SMIG à moins de 100 000,1,1,1,1,1,1,0,0,1,0,1,2,2,4,0,1,0,0,1,1,0,0,1,1,0,0,0,0.666666666666667,0,1
5aaa32a8a153435cad58f18005c1b6ba,98-32-62-72,Saint-Louis,42,4220301,Rural,042203010055,55,31,5,,,Masculin,42,Célibataire,Préscolaire,1,Travailleur compte propre,Autre (à préciser),SMIG à moins de 100 000,90000,0,0,0,0,,8,7,0,90000,SMIG à moins de 100 000,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7dccdb2a14f745ba892e28baa0127010,32-37-87-02,Saint-Louis,42,4220301,Rural,042203010055,55,1,5,,,Masculin,20,Inconnu,Inconnu,,,,,,,,,0,,2,7,1,150000,100 000 à moins de 200 000,0,0,0,0,0,0,0,1,0,0,1,1,2,3,1,0,0,0,1,1,0,0,1,2,0,0,0,0.6,0,1
849dab9d2dce42979394a4b0cfcecc1f,87-11-01-02,Saint-Louis,42,4220302,Rural,042203020039,,,6,,,Masculin,75,Marié(e) monogame,Préscolaire,0,,,,,0,0,1,1,,2,1,1,150000,100 000 à moins de 200 000,1,1,0,1,1,0,0,1,1,0,1,1,3,4,0,0,0,0,1,1,0,0,3,1,0,1,0,0.833333333333333,0,3
a66300e7e93a47d89a4db83dc458e079,77-97-24-89,Saint-Louis,42,4220302,Rural,042203020039,,,7,16.4912,-15.0218883333333,Masculin,37,Célibataire,Inconnu,,,,,,,,,0,,2,1,1,150000,100 000 à moins de 200 000,1,1,0,1,0,0,0,0,1,0,1,1,2,3,1,0,0,0,1,0,0,0,2,1,0,0,0,0.428571428571429,0,2
59ec9a82691f4f328403f121bd17300d,72-60-58-12,Saint-Louis,42,4220302,Rural,042203020039,1,1,14,,,Masculin,64,Marié(e) monogame,Préscolaire,0,,,,,0,0,0,0,,2,1,1,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,3,2,0,0,0,0.357142857142857,0,3
443c4db0b02c4db4944e10508e2b769f,86-59-36-22,Ziguinchor,21,2120402,Urbain,021204020014,,1,18,12.926298,-16.7357728,Masculin,26,Célibataire,Inconnu,,,,,,,,,0,,2,6,2,90000,SMIG à moins de 100 000,1,0,0,1,0,1,0,0,1,0,1,1,3,4,0,0,0,1,1,1,0,0,2,0,0,0,0,0.111111111111111,0,2
acc3dad0a1db4719bc6d2ac285ef31b0,41-97-88-94,Saint-Louis,42,4220302,Rural,042203020039,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
00fd3c787f2942038305af2b8e16fb3c,63-15-12-94,Diourbel,31,3110100,Urbain,031101000022,,,1,14.6990816666667,-16.4511133333333,Masculin,70,Divorcé(e) / Séparé(e),Préscolaire,1,Manœuvre,Autre (à préciser),Moins du SMIG,40000,0,0,0,0,,1,3,1,90000,SMIG à moins de 100 000,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0e91c78864254afb99ec2bce02e2b33e,30-49-37-70,Ziguinchor,21,2120402,Urbain,021204020014,1,34,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
32859fe5a38b4884990b93db3a902278,10-10-90-38,Fatick,91,9110100,Urbain,091101000001,2,2,3,14.3527233333333,-16.4154433333333,Masculin,45,Célibataire,Secondaire 2nd cycle,1,Ouvrier/employé qualifié,"G - Commerce, réparation véhicules",100 000 à moins de 200 000,150000,1,1,1,1,1,1,1,1,90000,SMIG à moins de 100 000,1,1,1,1,1,1,0,1,1,0,0,2,2,4,1,1,0,0,2,1,1,1,1,1,0,1,1,1.66666666666667,1,1
03e4f0a7354b4c17a8bea87bf8c648e2,73-61-16-02,Diourbel,31,3120301,Rural,031203010043,43,1,3,14.69961,-16.4960216666667,Masculin,61,Inconnu,Préscolaire,1,Manœuvre,S - Autres activités de services,Moins du SMIG,40000,0,0,1,0,,1,2,1,40000,Moins du SMIG,1,1,0,1,0,0,0,1,1,0,1,1,4,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0.333333333333333,0,1
0016ffcb37474cf6ba1ad451685d44e1,74-10-40-90,Diourbel,31,3110100,Urbain,031101000022,,,5,14.6973216666667,-16.450795,Féminin,55,Inconnu,Inconnu,,,,,,,,,0,,1,1,,350000,300 000 à moins de 400 000,1,1,1,1,0,1,0,0,1,0,1,1,3,4,1,1,0,0,3,1,0,0,1,1,0,0,0,0.4,0,1
cf1a9fd9d9fd4f8d9e45629a91ea7fc4,59-22-44-48,Saint-Louis,42,4220302,Rural,042203020039,39,1,5,16.492985,-15.02222,Masculin,48,Célibataire,Secondaire 2nd cycle,1,Ouvrier/employé qualifié,F - Construction,100 000 à moins de 200 000,150000,0,0,1,0,,2,1,1,150000,100 000 à moins de 200 000,1,1,0,1,0,0,0,1,1,0,1,1,3,4,1,0,0,0,1,1,0,0,2,2,1,0,0,1,0,2
d31c95b82d4847a8ac4bc3345525e501,76-94-17-00,Saint-Louis,42,4220301,Rural,042203010055,55,,7,,,Masculin,62,Marié(e) monogame,Préscolaire,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",200 000 à moins de 300 000,250000,0,0,1,0,,2,7,2,90000,SMIG à moins de 100 000,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,1,0,0,1,2,0,0,0,0.428571428571429,0,1
13a717bb1f004f1c9441d054d11859cd,59-72-12-88,Diourbel,31,3120301,Rural,031203010043,,,3,14.69772,-16.4960133333333,Masculin,36,Célibataire,Alphabétisation / Non formel,1,Cadre moyen,P - Éducation,400 000 à moins de 500 000,450000,1,1,1,1,,5,1,1,450000,400 000 à moins de 500 000,1,1,1,1,0,1,0,0,0,0,1,1,1,2,0,1,0,0,1,1,1,1,1,1,1,1,0,2,1,1
1c585daaefcb4b1f8e412cab396ae86d,62-82-53-76,Dakar,11,1130122,Urbain,011301220030,30,2,5,14.7137116,-17.4467899,Masculin,65,Célibataire,Inconnu,,,,,,,,,0,,5,1,1,350000,300 000 à moins de 400 000,1,1,1,1,1,0,0,0,1,0,1,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18394f24447c4c80a2555817347fb36d,28-12-51-06,Dakar,13,1330112,Urbain,013301120080,80,1,5,14.7136454,-17.259552,Féminin,73,Inconnu,Secondaire 1er cycle,0,,,,,0,0,1,0,,1,1,2,150000,100 000 à moins de 200 000,1,1,1,1,1,1,0,1,1,1,1,2,7,9,1,0,0,0,1,0,0,0,2,1,0,0,0,0.6,0,2
29661c7fe01e431396a7a2c21ac8c984,32-90-91-34,Thiès,71,7120302,Rural,071203020041,14,130,2,14.6546416666667,-17.039,Masculin,57,Célibataire,Secondaire 1er cycle,1,Ouvrier/employé simple,"A - Agriculture, sylviculture et pêche",Moins du SMIG,40000,0,0,1,0,,5,1,1,40000,Moins du SMIG,1,1,1,1,0,0,1,0,1,0,1,1,2,3,0,1,0,0,2,2,0,0,1,0,0,0,0,0.5,0,0.5
147ce4649ebd4898bd62578fe0dba0ee,81-01-42-48,Dakar,13,1320102,Urbain,013201020027,27,75,7,14.701855,-17.2120633333333,Masculin,72,Célibataire,Alphabétisation / Non formel,0,,,,,0,0,1,1,1,1,1,2,150000,100 000 à moins de 200 000,1,1,1,1,0,0,0,0,1,0,1,1,5,6,0,1,0,0,1,2,1,0,5,2,1,3,1,1.71428571428571,0.5,2.5
7907f7d69c544e53b11847b33c0a234e,94-40-66-31,Kaffrine,121,12120103,Rural,121201030015,55,55,11,14.1681,-15.5295566666667,Masculin,42,Célibataire,Préscolaire,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",100 000 à moins de 200 000,150000,0,0,0,0,,2,1,1,350000,300 000 à moins de 400 000,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34458ccf7560401d80c69bb28e165433,58-80-50-32,Fatick,91,9120202,Rural,091202020011,1,1,8,14.2843116666667,-16.6606433333333,Masculin,48,Célibataire,Inconnu,,,,,,,,,0,,4,1,1,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,1,1,0,1,1,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0.125,0,1
295a50adb8a84a0c9d77daf6c94749da,02-55-87-31,Fatick,91,9110100,Urbain,091101000001,1,1,13,14.3574,-16.41222,Masculin,66,Célibataire,Inconnu,,,,,,,,,0,,2,3,2,40000,Moins du SMIG,1,1,1,1,0,0,0,0,1,0,1,1,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0769230769230769,0,1
6b9f4fc768a34a9d9aa53206a53d36a5,24-98-50-32,Kaffrine,121,12120103,Rural,121201030015,67,67,21,14.1607316666667,-15.5245733333333,Masculin,68,Célibataire,Secondaire 1er cycle,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",600 000 à moins de 700 000,650000,0,1,0,0,,2,96,3,650000,600 000 à moins de 700 000,0,0,0,0,0,0,0,1,0,0,1,1,2,3,1,0,0,1,2,1,0,1,0,0,1,0,0,0.0952380952380952,0,0
4c39699cbab84966bbe8e7c782226932,27-38-32-32,Kaffrine,122,12220203,Rural,122202030007,57,57,26,13.9370083333333,-15.5109766666667,Masculin,41,Célibataire,Supérieur,1,Patron/Employeur,P - Éducation,400 000 à moins de 500 000,450000,0,0,1,0,,1,1,17,150000,100 000 à moins de 200 000,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,3,0,0,2,2,0,0,0,0.153846153846154,0,0.666666666666667
58b004ea31de404c83c68c0e41accb81,69-43-42-05,Ziguinchor,21,2120402,Urbain,021204020014,,,2,12.9264928,-16.7370614,Masculin,41,Célibataire,Secondaire 1er cycle,1,Ouvrier/employé simple,Autre (à préciser),Moins du SMIG,40000,0,0,1,0,,8,1,2,40000,Moins du SMIG,1,1,0,1,0,0,1,1,0,0,1,1,2,3,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1
96737ece3aed45b3b8853ef0b95f9a35,67-62-74-53,Saint-Louis,42,4220302,Rural,042203020039,39,1,8,16.492445,-15.0237816666667,Masculin,41,Célibataire,Inconnu,1,Travailleur compte propre,"A - Agriculture, sylviculture et pêche",200 000 à moins de 300 000,250000,0,0,1,0,,1,1,1,250000,200 000 à moins de 300 000,0,1,0,0,0,0,0,1,0,0,1,1,2,3,1,0,0,0,1,1,0,0,1,2,0,0,0,0.375,0,1
6ab2e7afa166474aa1b3a3999b1d34c6,26-44-80-29,Saint-Louis,42,4220302,Rural,042203020039,39,31,6,16.4920666666667,-15.0236683333333,Masculin,62,Célibataire,Inconnu,,,,,,,,,0,,1,1,2,250000,200 000 à moins de 300 000,1,1,0,1,0,0,0,1,0,0,1,1,2,3,1,0,0,0,1,2,0,0,1,3,1,0,0,0.833333333333333,0,0.5
017a27533f5342658b224e181c65724b,36-29-29-23,Tambacounda,51,5120303,Rural,051203030014,,50,9,15.0045483333333,-12.6172833333333,Masculin,52,Célibataire,Préscolaire,0,,,,,0,0,0,0,,1,7,1,40000,Moins du SMIG,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c14cd6314cfc4b1ca2c8afc5139fe81d,99-73-83-46,Saint-Louis,42,4220302,Rural,042203020039,39,1,8,16.4925716666667,-15.0237,Masculin,43,Marié(e) monogame,Inconnu,,,,,,,,,0,,2,2,1,150000,100 000 à moins de 200 000,1,1,0,1,0,1,0,0,1,0,1,1,3,4,0,1,0,0,1,1,0,0,1,0,0,0,0,0.125,0,1
fc234401980048d39029b957c4e45dfc,65-21-17-50,Tambacounda,51,5120303,Rural,051203030014,,,11,15.0045483333333,-12.6172833333333,Masculin,51,Marié(e) monogame,Préscolaire,1,Manœuvre,Autre (à préciser),Moins du SMIG,40000,0,0,1,0,,1,9,1,40000,Moins du SMIG,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0909090909090909,0,1
4f465aff84784dd5af6725b61fbf51f3,50-03-83-84,Kaffrine,121,12120103,Rural,121201030015,1,2,13,,,Masculin,44,Célibataire,Inconnu,1,Ouvrier/employé qualifié,H - Transports et entreposage,SMIG à moins de 100 000,90000,0,0,1,0,,2,1,2,90000,SMIG à moins de 100 000,1,1,0,1,0,1,0,0,1,0,1,3,2,5,1,0,0,0,1,3,0,0,5,0,5,0,0,0.769230769230769,0,1.66666666666667
a34ddae9c5024e348da02efa00b3a808,82-88-28-71,Kaffrine,122,12220203,Rural,122202030007,1,39,11,,,Masculin,27,Célibataire,Secondaire 1er cycle,1,Ouvrier/employé simple,"A - Agriculture, sylviculture et pêche",SMIG à moins de 100 000,90000,0,0,1,0,,2,1,1,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,0,0,0,1,2,1,3,1,0,0,0,1,4,0,0,3,0,6,0,0,0.818181818181818,0,0.75
9c88a8d50f654976948ab9fab8305f11,09-53-93-52,Kaffrine,121,12120103,Rural,121201030015,1,1,12,,,Masculin,55,Marié(e) monogame,Inconnu,0,,,,,0,0,1,0,,2,1,2,40000,Moins du SMIG,1,1,0,1,0,0,0,0,1,0,1,2,2,4,1,0,0,0,2,1,0,0,3,0,3,0,0,0.5,0,3
bb176f338baf4c5d9d79efff70c169a3,91-84-37-94,Kaffrine,122,12220203,Rural,122202030007,1,1,14,,,Masculin,60,Célibataire,Préscolaire,0,,,,,0,0,0,0,,3,1,3,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,0,1,0,1,2,2,4,1,0,0,0,2,1,0,0,0,0,3,0,0,0.214285714285714,0,0
4a25f42b5f974edd8e2838cc95077100,46-93-12-75,Kaffrine,121,12120103,Rural,121201030015,1,1,18,,,Masculin,58,Marié(e) monogame,Inconnu,0,,,,,0,0,1,0,,2,1,3,90000,SMIG à moins de 100 000,1,1,0,1,0,1,1,1,1,0,1,4,5,9,1,0,0,0,2,5,0,0,7,1,7,0,0,0.833333333333333,0,1.4
df11fb15c70943f191e1c67161f7b257,18-22-21-88,Kaffrine,121,12120103,Rural,121201030015,1,1,35,,,Masculin,62,Marié(e) monogame,Préscolaire,0,,,,,0,1,1,0,,2,1,3,90000,SMIG à moins de 100 000,1,1,0,1,0,1,0,1,1,0,1,3,4,7,1,1,0,0,2,1,0,1,10,0,6,0,0,0.485714285714286,0,10
9528a55366454997b66c671cd433ff53,01-18-09-18,Kaffrine,122,12220103,Rural,122201030005,1,41,5,,,Masculin,39,Célibataire,Secondaire 1er cycle,1,Manœuvre,S - Autres activités de services,SMIG à moins de 100 000,90000,0,0,1,0,,2,96,1,90000,SMIG à moins de 100 000,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,0,0,1,1,0,0,0,0.4,0,0.5
674bb40926234f45bb8db88bc2df34b1,36-48-88-56,Kaffrine,122,12220103,Rural,122201030005,1,64,5,,,Féminin,56,Marié(e) monogame,Inconnu,,,,,,,,,0,,1,1,1,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0.4,0,2
819b9142b69342779ce322126470a99d,21-62-18-51,Kaffrine,122,12220103,Rural,122201030005,1,64,6,,,Masculin,78,Marié(e) monogame,Inconnu,0,,,,,0,0,1,0,,4,1,1,90000,SMIG à moins de 100 000,1,1,0,1,0,0,0,1,1,0,1,1,3,4,0,0,0,0,1,2,0,0,5,0,0,0,0,0.833333333333333,0,2.5
eb031bfdd81f4ee2a25f6b2d03d2013d,79-65-45-94,Louga,83,8310100,Urbain,083101000036,1,183,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
